  0.00	1	1	S	2935861	                    Gordonia sp. PP30
  0.00	2	0	F	85029	              Dietziaceae
  0.00	2	0	G	37914	                Dietzia
  0.00	2	2	G1	2617939	                  unclassified Dietzia
  0.01	11	0	O	85009	            Propionibacteriales
  0.01	6	0	F	85015	              Nocardioidaceae
  0.00	5	0	G	1839	                Nocardioides
  0.00	3	0	G1	2615069	                  unclassified Nocardioides
  0.00	3	3	S	2483798	                    Nocardioides sp. 603
  0.00	2	2	S	419476	                  Nocardioides marinisabuli
  0.00	1	0	G	1546255	                Mumia
  0.00	1	0	G1	2621872	                  unclassified Mumia
  0.00	1	1	S	2708082	                    Mumia sp. ZJ1417
  0.00	4	0	F	31957	              Propionibacteriaceae
  0.00	3	0	G	1912216	                Cutibacterium
  0.00	3	3	S	1747	                  Cutibacterium acnes
  0.00	1	0	G	1912215	                Acidipropionibacterium
  0.00	1	1	S	2057246	                  Acidipropionibacterium virtanenii
  0.00	1	0	F	2726069	              Kribbellaceae
  0.00	1	0	G	182639	                Kribbella
  0.00	1	1	S	1544730	                  Kribbella qitaiheensis
  0.01	8	0	O	85010	            Pseudonocardiales
  0.01	8	6	F	2070	              Pseudonocardiaceae
  0.00	2	0	G	1835	                Saccharopolyspora
  0.00	2	2	S	333966	                  Saccharopolyspora pogona
  0.00	4	0	O	85008	            Micromonosporales
  0.00	4	0	F	28056	              Micromonosporaceae
  0.00	2	0	G	1873	                Micromonospora
  0.00	1	0	S	1003110	                  Micromonospora maris
  0.00	1	1	S1	263358	                    Micromonospora maris AB-18-032
  0.00	1	1	S	356851	                  Micromonospora chokoriensis
  0.00	1	0	G	1865	                Actinoplanes
  0.00	1	0	S	1866	                  Actinoplanes missouriensis
  0.00	1	1	S1	512565	                    Actinoplanes missouriensis 431
  0.00	1	0	G	84593	                Verrucosispora
  0.00	1	0	G1	2630859	                  unclassified Verrucosispora
  0.00	1	1	S	2742132	                    Verrucosispora sp. NA02020
  0.00	4	0	O	85012	            Streptosporangiales
  0.00	2	0	F	2004	              Streptosporangiaceae
  0.00	2	0	G	83681	                Nonomuraea
  0.00	2	0	S	404386	                  Nonomuraea coxensis
  0.00	2	2	S1	1122611	                    Nonomuraea coxensis DSM 45129
  0.00	2	0	F	2012	              Thermomonosporaceae
  0.00	2	0	G	1988	                Actinomadura
  0.00	2	0	G1	2626254	                  unclassified Actinomadura
  0.00	2	2	S	2742128	                    Actinomadura sp. NAK00032
  0.00	2	0	O	85014	            Glycomycetales
  0.00	2	0	F	85034	              Glycomycetaceae
  0.00	2	0	G	283810	                Stackebrandtia
  0.00	2	0	S	283811	                  Stackebrandtia nassauensis
  0.00	2	2	S1	446470	                    Stackebrandtia nassauensis DSM 44728
  0.00	1	0	O	1643684	            Nakamurellales
  0.00	1	0	F	85031	              Nakamurellaceae
  0.00	1	0	G	53460	                Nakamurella
  0.00	1	1	S	1090615	                  Nakamurella panacisegetis
  0.00	1	0	O	1643682	            Geodermatophilales
  0.00	1	0	F	85030	              Geodermatophilaceae
  0.00	1	0	G	38501	                Blastococcus
  0.00	1	0	G1	2619396	                  unclassified Blastococcus
  0.00	1	1	S	2933797	                    Blastococcus sp. PRF04-17
  0.03	29	0	P	1239	        Firmicutes
  0.03	29	3	C	91061	          Bacilli
  0.02	21	0	O	1385	            Bacillales
  0.01	15	0	F	90964	              Staphylococcaceae
  0.01	13	0	G	227979	                Jeotgalicoccus
  0.01	13	0	G1	2630462	                  unclassified Jeotgalicoccus
  0.01	13	13	S	946435	                    Jeotgalicoccus sp. ATCC 8456
  0.00	2	0	G	1279	                Staphylococcus
  0.00	1	1	S	1280	                  Staphylococcus aureus
  0.00	1	1	S	1282	                  Staphylococcus epidermidis
  0.00	5	0	F	186817	              Bacillaceae
  0.00	4	0	G	1386	                Bacillus
  0.00	2	0	G1	86661	                  Bacillus cereus group
  0.00	2	2	S	1396	                    Bacillus cereus
  0.00	2	2	S	561879	                  Bacillus safensis
  0.00	1	0	G	1276290	                Caldibacillus
  0.00	1	1	S	35841	                  Caldibacillus thermoamylovorans
  0.00	1	0	F	186822	              Paenibacillaceae
  0.00	1	0	G	44249	                Paenibacillus
  0.00	1	1	S	2726185	                  Paenibacillus albicereus
  0.00	5	1	O	186826	            Lactobacillales
  0.00	3	0	F	81852	              Enterococcaceae
  0.00	3	0	G	1350	                Enterococcus
  0.00	3	3	S	1351	                  Enterococcus faecalis
  0.00	1	0	F	33958	              Lactobacillaceae
  0.00	1	0	G	2767874	                Acetilactobacillus
  0.00	1	1	S	1720083	                  Acetilactobacillus jinshanensis
  0.01	12	0	D2	1798711	        Cyanobacteria/Melainabacteria group
  0.01	12	0	P	1117	          Cyanobacteria
  0.01	7	0	P1	1301283	            Oscillatoriophycideae
  0.01	7	0	O	1150	              Oscillatoriales
  0.01	6	0	F	1892254	                Oscillatoriaceae
  0.01	6	0	G	1155738	                  Moorena
  0.01	6	0	S	1155739	                    Moorena producens
  0.01	6	6	S1	1458985	                      Moorena producens PAL-8-15-08-1
  0.00	1	0	F	1892252	                Microcoleaceae
  0.00	1	0	G	44471	                  Microcoleus
  0.00	1	0	S	119532	                    Microcoleus vaginatus
  0.00	1	1	S1	2303329	                      Microcoleus vaginatus HSN003
  0.00	3	0	O	1161	            Nostocales
  0.00	2	0	F	1162	              Nostocaceae
  0.00	2	0	G	1163	                Anabaena
  0.00	2	0	G1	2619674	                  unclassified Anabaena
  0.00	2	2	S	46234	                    Anabaena sp. 90
  0.00	1	0	F	1182	              Scytonemataceae
  0.00	1	0	G	383614	                Brasilonema
  0.00	1	0	S	1397703	                  Brasilonema sennae
  0.00	1	1	S1	415709	                    Brasilonema sennae CENA114
  0.00	1	0	O	1890424	            Synechococcales
  0.00	1	0	F	1890426	              Synechococcaceae
  0.00	1	0	G	1129	                Synechococcus
  0.00	1	0	G1	2626047	                  unclassified Synechococcus
  0.00	1	1	S	1353136	                    Synechococcus sp. CBW1004
  0.00	1	0	O	1890505	            Chroococcidiopsidales
  0.00	1	0	F	1890528	              Chroococcidiopsidaceae
  0.00	1	0	G	54298	                Chroococcidiopsis
  0.00	1	0	S	54299	                  Chroococcidiopsis thermalis
  0.00	1	1	S1	251229	                    Chroococcidiopsis thermalis PCC 7203
  0.00	4	0	P	544448	        Tenericutes
  0.00	3	0	C	31969	          Mollicutes
  0.00	3	0	O	2085	            Mycoplasmatales
  0.00	3	0	F	2092	              Mycoplasmataceae
  0.00	2	0	G	2923352	                Mesomycoplasma
  0.00	2	2	S	2120	                  Mesomycoplasma neurolyticum
  0.00	1	1	G	2767358	                Mycoplasmopsis
  0.00	1	0	O	2790996	          Mycoplasmoidales
  0.00	1	0	F	2790998	            Mycoplasmoidaceae
  0.00	1	0	G	2791001	              Malacoplasma
  0.00	1	0	S	28227	                Malacoplasma penetrans
  0.00	1	1	S1	272633	                  Malacoplasma penetrans HF-2
  0.00	4	0	D1	1783270	      FCB group
  0.00	4	0	D2	68336	        Bacteroidetes/Chlorobi group
  0.00	4	0	P	976	          Bacteroidetes
  0.00	2	0	C	768503	            Cytophagia
  0.00	2	0	O	768507	              Cytophagales
  0.00	1	0	F	1501348	                Amoebophilaceae
  0.00	1	0	G	273135	                  Candidatus Cardinium
  0.00	1	1	S	247481	                    Candidatus Cardinium hertigii
  0.00	1	1	F	1853232	                Hymenobacteraceae
  0.00	1	0	C	117743	            Flavobacteriia
  0.00	1	0	O	200644	              Flavobacteriales
  0.00	1	0	F	49546	                Flavobacteriaceae
  0.00	1	0	G	444051	                  Mesoflavibacter
  0.00	1	0	G1	2630131	                    unclassified Mesoflavibacter
  0.00	1	1	S	2779362	                      Mesoflavibacter sp. SCSIO 43206
  0.00	1	0	C	1937959	            Saprospiria
  0.00	1	0	O	1936988	              Saprospirales
  0.00	1	0	F	1937961	                Haliscomenobacteraceae
  0.00	1	0	G	2349	                  Haliscomenobacter
  0.00	1	0	S	2350	                    Haliscomenobacter hydrossis
  0.00	1	1	S1	760192	                      Haliscomenobacter hydrossis DSM 1100
  0.00	1	0	D1	1783257	      PVC group
  0.00	1	0	P	203682	        Planctomycetes
  0.00	1	0	C	203683	          Planctomycetia
  0.00	1	0	O	2691356	            Isosphaerales
  0.00	1	0	F	1763524	              Isosphaeraceae
  0.00	1	0	G	2680020	                Tautonia
  0.00	1	1	S	2527974	                  Tautonia plasticadhaerens
  0.00	3	1	D	2157	    Archaea
  0.00	2	0	P	28890	      Euryarchaeota
  0.00	2	0	C	183968	        Thermococci
  0.00	2	0	O	2258	          Thermococcales
  0.00	2	0	F	2259	            Thermococcaceae
  0.00	2	0	G	2263	              Thermococcus
  0.00	2	0	G1	2627626	                unclassified Thermococcus
  0.00	2	2	S	1674923	                  Thermococcus sp. 2319x1
  1.27	1358	0	R1	2787854	  other entries
  1.27	1358	1358	R2	28384	    other sequences
